ALK8_0_li2 -14.8875760575
ALK8_0_li8 -59.6677937548
ALK8_1_na2 -323.6048985072
ALK8_1_na8 -1294.4696387299
SIE4x4_10_nh32+_1.5 -112.2223130812
SIE4x4_10_nh3 -56.2595810423
SIE4x4_10_nh3+ -55.9553870400
SIE4x4_11_nh32+_1.75 -112.2120525184
SIE4x4_11_nh3+ -55.9553870400
SIE4x4_11_nh3 -56.2595810423
SIE4x4_13_h2o2+_1.25 -151.7614320224
SIE4x4_13_h2o+ 303.4243027569
SIE4x4_13_h2o 33.8079224112
SIE4x4_14_h2o2+_1.5 -151.7507428364
SIE4x4_14_h2o+ 45.9096583834
SIE4x4_14_h2o -76.0605475945
SIE4x4_15_h2o2+_1.75 -151.7441968282
SIE4x4_15_h2o+ 276.5016186722
SIE4x4_15_h2o -76.0605475945
SIE4x4_9_nh32+_1.25 -112.2381235007
SIE4x4_9_nh3 -56.2595810423
SIE4x4_9_nh3+ -55.9553870400
