al -241.8177295637
ALKBDE10_2_cao -751.4826547934
ALKBDE10_7_mgo -274.3376540405
b -24.5394074349
be -14.5971891134
BH76_1_n2 -108.9582225383
BH76_1_n2ohts -184.1178005836
BH76_1_oh -75.3658437410
BH76_9_hf -100.0030363040
BH76_9_hf2ts -199.0639807479
c -37.6703032358
ca -676.6887628692
cl -459.3404157895
DC13_7_be4 -58.2997837452
f -99.3217317867
G2RC_10_61 -435.5575459223
G2RC_10_62 -1875.3586368905
G2RC_10_66 -686.7806372982
G2RC_10_67 -2126.6086163032
G2RC_20_1 -1.1633909886
G2RC_20_13 -76.0438319812
G2RC_20_34 -108.9619601291
G2RC_20_68 -183.6767073720
h -0.4992784057
he -2.8869310725
he_plus -1.9936231604
mg -199.5588830471
n -54.3428943666
o -74.7426861833
p -340.6053032786
s -397.3801193825
si -288.7689636496
SIE4x4_2_h2+_1.5 -0.5711107019
SIE4x4_3_h2+_1.75 -0.5535034088
SIE4x4_4_he2+_1.0 -4.9203416528
SIE4x4_5_he2+_1.25 -4.9019282785
SIE4x4_6_he2+_1.5 -4.8894316958
SIE4x4_7_he2+_1.75 -4.8845504679
W4-11_104_hnnn -163.7876636629
W4-11_107_so3 -621.8648981030
W4-11_109_bn3pi -78.9775725630
W4-11_113_n2o -183.6758575125
W4-11_114_c-hooo -224.9212203245
W4-11_116_p4 -1362.6474351123
W4-11_120_t-hooo -224.9229587170
W4-11_124_no2 -203.9772567857
W4-11_128_s4-c2v -1589.6548236082
W4-11_130_c2 -75.4811467763
W4-11_134_fo2 -248.8541932764
W4-11_135_cloo -608.8814183603
W4-11_136_foof -347.9767321269
W4-11_137_o3 -224.2860430220
W4-11_138_bn -78.9114555509
W4-11_41_sif4 -686.7763612691
W4-11_46_alf3 -540.3343624089
