ALK8_0_li2 -14.8856955976
ALK8_0_li8 -59.5083043950
ALK8_1_na2 -323.6020787159
ALK8_1_na8 -1294.4065649057
ALK8_1_na8 -1294.4235178572
SIE4x4_10_nh32+_1.5 -112.1542658128
SIE4x4_10_nh3+ -55.9064053321
SIE4x4_10_nh3 -56.2427380283
SIE4x4_11_nh32+_1.75 -112.1476189078
SIE4x4_11_nh3+ -55.9064053321
SIE4x4_11_nh3 -56.2427380283
SIE4x4_13_h2o2+_1.25 -151.6886289884
SIE4x4_13_h2o+ -75.6244922673
SIE4x4_13_h2o -76.0438538443
SIE4x4_14_h2o2+_1.5 -151.6814816599
SIE4x4_14_h2o+ -75.6244922673
SIE4x4_14_h2o -76.0438538443
SIE4x4_15_h2o2+_1.75 -151.6758131265
SIE4x4_15_h2o+ -75.6244922673
SIE4x4_15_h2o -76.0438538443
SIE4x4_9_nh32+_1.25 -112.1626250849
SIE4x4_9_nh3+ -55.9064053321
SIE4x4_9_nh3 -56.2427380283
