MB16-43_1_02 -1519.6825276650
MB16-43_1_02 -1519.6825276650
MB16-43_1_02 -1519.6825276650
MB16-43_1_02 -1519.6825276650
MB16-43_13_14 -1369.1752009417
MB16-43_13_14 -1369.1752009417
MB16-43_13_14 -1369.1752009417
MB16-43_13_14 -1369.1752009417
MB16-43_13_AlH3 -243.6888554144
MB16-43_13_AlH3 -243.6888554144
MB16-43_13_BH3 -26.5086897271
MB16-43_13_BH3 -26.5086897271
MB16-43_13_Cl2 -918.9869796011
MB16-43_13_Cl2 -918.9869796011
MB16-43_13_H2 -1.1633984050
MB16-43_13_H2 -1.1633984050
MB16-43_13_LiH -8.0117128510
MB16-43_13_LiH -8.0117128510
MB16-43_13_O2 -149.8153695790
MB16-43_13_O2 -149.8153695790
MB16-43_13_SiH4 -291.3503978113
MB16-43_13_SiH4 -291.3503978113
MB16-43_14_15 -1930.6111466328
MB16-43_14_15 -1930.6111466328
MB16-43_14_15 -1930.6111466328
MB16-43_14_15 -1930.6111466328
MB16-43_14_AlH3 -243.6888554144
MB16-43_14_AlH3 -243.6888554144
MB16-43_14_BH3 -26.5086897271
MB16-43_14_BH3 -26.5086897271
MB16-43_14_CH4 -40.3801311946
MB16-43_14_CH4 -40.3801311946
MB16-43_14_Cl2 -918.9869796011
MB16-43_14_Cl2 -918.9869796011
MB16-43_14_H2 -1.1633984050
MB16-43_14_H2 -1.1633984050
MB16-43_14_NaH -162.3646202834
MB16-43_14_NaH -162.3646202834
MB16-43_14_S2 -795.0444306340
MB16-43_14_S2 -795.0444306340
MB16-43_14_SiH4 -291.3503978113
MB16-43_14_SiH4 -291.3503978113
MB16-43_15_16 -1379.3663036148
MB16-43_15_16 -1379.3663036148
MB16-43_15_16 -1379.3663036148
MB16-43_15_16 -1379.3663036148
MB16-43_15_AlH3 -243.6888554144
MB16-43_15_AlH3 -243.6888554144
MB16-43_15_BH3 -26.5086897271
MB16-43_15_BH3 -26.5086897271
MB16-43_15_H2 -1.1633984050
MB16-43_15_H2 -1.1633984050
MB16-43_15_LiH -8.0117128510
MB16-43_15_LiH -8.0117128510
MB16-43_15_MgH2 -200.7388520465
MB16-43_15_MgH2 -200.7388520465
MB16-43_15_O2 -149.8153695790
MB16-43_15_O2 -149.8153695790
MB16-43_15_SiH4 -291.3503978113
MB16-43_15_SiH4 -291.3503978113
MB16-43_18_19 -1798.3324467676
MB16-43_18_19 -1798.3324467676
MB16-43_18_19 -1798.3324467676
MB16-43_18_19 -1798.3324467676
MB16-43_18_AlH3 -243.6888554144
MB16-43_18_AlH3 -243.6888554144
MB16-43_18_BH3 -26.5086897271
MB16-43_18_BH3 -26.5086897271
MB16-43_18_F2 -198.9275152516
MB16-43_18_F2 -198.9275152516
MB16-43_18_H2 -1.1633984050
MB16-43_18_H2 -1.1633984050
MB16-43_18_LiH -8.0117128510
MB16-43_18_LiH -8.0117128510
MB16-43_18_O2 -149.8153695790
MB16-43_18_O2 -149.8153695790
MB16-43_18_P2 -681.5211536027
MB16-43_18_P2 -681.5211536027
MB16-43_18_S2 -795.0444306340
MB16-43_18_S2 -795.0444306340
MB16-43_1_BH3 -26.5086897271
MB16-43_1_BH3 -26.5086897271
MB16-43_1_F2 -198.9275152516
MB16-43_1_F2 -198.9275152516
MB16-43_1_H2 -1.1633984050
MB16-43_1_H2 -1.1633984050
MB16-43_1_H2 -1.1633984050
MB16-43_1_LiH -8.0117128510
MB16-43_1_LiH -8.0117128510
MB16-43_1_LiH -8.0117128510
MB16-43_1_MgH2 -200.7388520465
MB16-43_1_MgH2 -200.7388520465
MB16-43_1_O2 -149.8153695790
MB16-43_1_O2 -149.8153695790
MB16-43_1_S2 -795.0444306340
MB16-43_1_S2 -795.0444306340
MB16-43_1_SiH4 -291.3503978113
MB16-43_1_SiH4 -291.3503978113
MB16-43_20_21 -1683.6481077855
MB16-43_20_21 -1683.6481077855
MB16-43_20_21 -1683.6481077855
MB16-43_20_21 -1683.6481077855
MB16-43_2_03 -1300.6837079390
MB16-43_2_03 -1300.6837079390
MB16-43_2_03 -1300.6837079390
MB16-43_2_03 -1300.6837079390
MB16-43_20_AlH3 -243.6888554144
MB16-43_20_AlH3 -243.6888554144
MB16-43_20_BH3 -26.5086897271
MB16-43_20_BH3 -26.5086897271
MB16-43_20_Cl2 -918.9869796011
MB16-43_20_Cl2 -918.9869796011
MB16-43_20_H2 -1.1633984050
MB16-43_20_H2 -1.1633984050
MB16-43_20_MgH2 -200.7388520465
MB16-43_20_MgH2 -200.7388520465
MB16-43_20_NaH -162.3646202834
MB16-43_20_NaH -162.3646202834
MB16-43_20_NaH -162.3646202834
MB16-43_20_O2 -149.8153695790
MB16-43_20_O2 -149.8153695790
MB16-43_21_22 -869.1754014047
MB16-43_21_22 -869.1754014047
MB16-43_21_22 -869.1754014047
MB16-43_21_22 -869.1754014047
